@T,table
Created,2019-01-16 10:59
Author,HortonMachine library
@H,timestamp,value_11
ID,,11
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2018-12-20 11:00,7.744636797754389E-5
,2018-12-20 12:00,1.3995848140339618E-4

